student_id,course_id,grade,enrollment_date
1955,41,BA,07-05-2026
1158,29,AA,03-02-2026
126,86,BA,13-06-2026
674,20,CB,07-09-2026
1516,89,BB,12-05-2026
1268,8,AA,20-04-2026
604,47,BA,17-11-2026
315,34,AA,24-01-2026
453,59,AA,01-03-2026
927,45,AA,07-09-2026
157,87,BB,03-02-2026
1384,84,BB,27-09-2026
1974,43,BB,11-09-2026
613,11,BA,30-06-2026
909,98,Fail,27-05-2026
1207,9,AA,07-04-2026
403,98,DD,21-11-2026
644,20,AA,11-12-2026
196,68,BB,27-02-2026
1894,18,BB,18-08-2026
499,8,DC,20-03-2026
657,64,AA,03-08-2026
247,85,AA,01-09-2026
764,54,DC,23-11-2026
1919,96,Fail,21-01-2026
58,74,DD,13-09-2026
578,11,BA,28-04-2026
1508,83,AA,14-12-2026
304,3,CC,20-12-2026
40,33,Fail,04-05-2026
547,71,Fail,29-06-2026
1892,9,BB,26-05-2026
70,15,DC,22-09-2026
1648,79,DD,24-04-2026
1300,52,BA,29-11-2026
316,6,DD,30-08-2026
648,64,BA,18-05-2026
1113,17,BB,17-02-2026
1220,70,AA,27-03-2026
267,56,DD,07-02-2026
1438,67,BB,28-09-2026
1620,20,BA,16-12-2026
1935,35,BB,01-01-2027
908,8,DD,06-01-2027
847,88,BA,22-09-2026
1604,70,CC,31-01-2026
1097,30,BA,25-07-2026
