student_id,course_id,grade,enrollment_date
1465,67,BB,22-02-2026
1478,42,BB,03-02-2026
502,4,BA,16-08-2026
205,32,Fail,06-02-2026
1236,26,BA,18-07-2026
395,18,DC,13-03-2026
797,76,AA,10-11-2026
504,66,BA,23-09-2026
1179,28,BA,06-11-2026
680,51,CC,25-04-2026
816,93,BA,02-03-2026
1488,61,AA,22-12-2026
1233,65,Fail,14-02-2026
1352,32,Fail,22-12-2026
1663,79,BB,26-12-2026
1001,51,BA,07-04-2026
944,100,CC,25-08-2026
599,55,BA,20-05-2026
470,83,BA,31-08-2026
1291,54,BB,28-07-2026
1498,48,BB,02-03-2026
780,90,DD,26-06-2026
1567,53,AA,23-04-2026
1206,52,Fail,12-07-2026
409,7,CC,08-07-2026
1203,62,CC,09-08-2026
1247,91,BB,14-12-2026
1667,54,DD,03-09-2026
1346,24,CC,11-10-2026
1505,48,BB,29-03-2026
742,12,Fail,08-02-2026
1372,89,CC,28-07-2026
1749,56,CC,25-05-2026
443,30,Fail,13-06-2026
270,90,Fail,27-06-2026
264,66,CB,28-06-2026
817,38,DD,09-06-2026
314,77,BA,13-02-2026
1753,95,CC,10-08-2026
1601,63,DD,22-06-2026
1896,16,DC,17-05-2026
1238,92,CC,12-11-2026
960,74,BA,09-02-2026
