student_id,course_id,grade,enrollment_date
700,52,BB,06-03-2026
664,21,BA,27-03-2026
310,4,Fail,28-10-2026
508,73,BB,12-11-2026
1066,76,DD,13-05-2026
301,81,DD,05-05-2026
980,31,CB,13-04-2026
374,80,DC,21-01-2026
1647,46,CC,07-09-2026
695,80,DC,14-08-2026
743,24,DD,10-01-2026
195,33,Fail,20-07-2026
647,76,DC,19-05-2026
192,47,BB,16-12-2026
1750,53,BB,06-01-2027
678,78,AA,11-08-2026
1688,60,CC,04-07-2026
1076,54,DD,14-03-2026
733,81,CB,12-10-2026
1352,13,Fail,27-02-2026
137,18,DD,22-09-2026
833,17,DD,11-10-2026
1557,79,CB,09-06-2026
325,38,Fail,05-12-2026
565,28,CC,15-02-2026
835,100,BB,31-03-2026
532,94,Fail,09-09-2026
491,33,AA,22-04-2026
1911,1,CB,08-03-2026
1334,25,CB,10-08-2026
833,59,Fail,10-02-2026
984,52,CB,06-10-2026
174,3,DD,30-12-2026
596,87,DD,04-04-2026
747,38,DD,26-10-2026
1534,11,CC,04-12-2026
123,45,DC,22-06-2026
1966,89,DD,25-07-2026
1767,26,CC,15-02-2026
1885,33,Fail,08-10-2026
345,71,CC,21-09-2026
648,46,AA,12-06-2026
1758,84,BB,28-08-2026
1114,77,DD,24-05-2026
825,16,BB,20-03-2026
889,20,CB,30-04-2026
1671,45,DD,04-06-2026
